,sentence,sentiment
2633,needs a drink of monavie pulse my blood pressure is through the roof right now,0
2634,i am happy to know that i am in such good company,1
2635,is coding a new band myspace layout fun,0
2636,i will call the venue to follow up on my email to port merch yesterday,0
2637,misses jackson i need a cuddle buddy,0
2638,gonna go take my dog for a nice walk back in about an hour xo,1
2639,you should post a picture of cleme,1
2640,so sad it wasn t me who won the contest then again i never win contests but congratulations tatiana,0
2641,germany is in da house too,1
2642,its am why in the heck am i wide awake now so much to do day xcited about seeing my htown kinfolks still packin for relocation,1
2643,slept terribly and today is going to be a heavy day teaching wise oh well more coffee then,0
2644,r u going to b on anynew svu if not ur my fav ada,0
2645,gotta admit the show gossip girl is addictive sos also wonderfalls the show is too,1
2646,doing goofy things to make avery giggle much more fun than housework which is what i should be doing,1
2647,morning all lovely sunny day to be stuck in the office again,0
2648,definitely one of em,1
2649,is tomorrow shall be better i suppose,1
2650,the cell is broken gotta hit up apple asap first thing in the mornin fml twitter or fb meeee hence no updates on tha tweets,0
2651,it s alright boo i just feel like i ve been taken advantage of the last month hugs,0
2652,rain rain go away there s things i want to do today i made a rhyme,1
2653,whoaaaa houses away and you can still hear the music gosh what do they have on btw,1
2654,hath redeemed herself,1
2655,and i will probably not have any fun with out you and,0
2656,cuh but you got em for free go magic,1
2657,yeah that was an ass kickin on our own turf very upset,0
2658,i don t know how to put a pic up,0
2659,for those who haven t guessed i m listening to six minutes,1
2660,cairns toyota hiace new ad received and will be posted on the hcc site soon,1
2661,going out for a bit of retail therapy parrafin hand and foot spas are on sale oooh,1
2662,oulton park was lots a fun and ty for the help wid ma dream i got a stupid maths test tomorrow,0
2663,studying orr not really kind of done i don t know maybe a toturial today,0
2664,has used her all her internet usage for the month so not sure how much i will be able to use twitter,0
2665,anoooo man that accent o luvin it lololol hateperez,0
2666,thanks for playing kn ck you down,1
2667,feeling sick these stupid pills aren t nice,0
2668,just booked my graze boxes for this week,1
2669,please follow me i dont have many followers please huhuhuh,0
2670,only hours of school today then cousins house then dodger game,1
2671,sure especially if it s all free to view participate,1
2672,dam i hear that baby,1
2673,i m bitter myself i d much rather spend tonight eating guac and sipping rita s than working,0
2674,that could be if i was only there,0
2675,home watchin some tv wiff the seester i miss you,0
2676,oh my god it s only what a rubbish empty day nothing to do in medway,0
2677,update on vaseline in hair situation tried cornstarch clarifying shampoo dandruff shampoo baking soda w baby shampoo still greasy,0
2678,damn can anyone please tell me what he is doing with me idiot i still love you,1
2679,must have done hours sleep last night awesome jury s inn manchester is what it s all about can t wait for the show tonight x,1
2680,quot drill and kill quot wow i m not gonna pass that turn of phase onto daphne,1
2681,love my new tv show gt merlin lol sunday night pm booked for the tv,1
2682,hi nope don t think so,1
2683,no more followers,0
2684,good lord woman reading long into the night i assume the many ftw and blinds also good wooooork tomorrow,1
2685,i have not i was alerted to it by a mouth breathing scum bag,1
2686,got less than four hours of sleep,0
2687,yea i would definitely need to get on your level to know bout that lol quot milky koolaid quot u not sleepy yet,0
2688,just did another episode of two lefties on a bench with but it looks like my phone lost it,0
2689,in madrid for an extra day or two what a beautiful city it s so damn hot though,0
2690,i miss the days of nehemiah ridin his bike all the way to my house amp tim walking me to the afterschool ahh memories,1
2691,i am home from the job i was so close to quitting today heck i am still close to quitting now i dread going back there tomorrow,0
2692,hello internets i am returned after a few days without internet access but i fear i will leave you again tomorrow for hove festivalen,0
2693,lol i finali jst gt on here n jst added mandy moore yay,1
2694,thanks pa glad have an awesome friend like u in my life,1
2695,have fun kevin because i surely am not having any,0
2696,browsing zend framework quickstart guide,1
2697,i can t wait for new moon,1
2698,you re probably like the best coolest uncle ever,1
2699,hmm i cant go to dland on the th thats when me and my family go to the beach but maybeeeee idk,0
2700,it wasn t mine don t give them to me,0
2701,i ve never imagined having a hospitalized bf would be thissss terrible miss you,0
2702,definitely the consumption thereof but i ran out of room,0
2703,err i started hating work in asterisk and freepbx,0
2704,crys i still havent got my charger for my camera,0
2705,thanks ka eating some snacks but it doesn t help me much lol,1
2706,sittin at home hungrrrry,0
2707,a lifestyle and environment i am working hard to day live,1
2708,praying is exactly what got everyone into this how about we send aid instead,1
2709,waiting for the show to start at nokia theater kids are super excited,1
2710,def without a reason dont do that baby cuz were gonna do so much crzy amp fun stuff amp nd you got me so smileeee,1
2711,xq,0
2712,has just said goodbye to her hubby who is off globe trotting away,0
2713,maybe because piercings are awesome,1
2714,trying to work out which of my projects need the most urgent love tempted to go with the easiest not most pressing,0
2715,i miss my grandfather,0
2716,i have no idea what happened to it it got lost for all of a sudden that was my life,0
2717,looks like i m not going to miami really hoping for it but things sort of changed come up here and visit i ll help,0
2718,congrats grads welcome to more stuff you have to do,1
2719,sorry for the wrong info guess i was just too excited lol,0
2720,musicmonday kafu banton prakata eek a mouse wa do dem live amp barrington levy murderer live,1
2721,mornin all of work hope u al av an ace day,1
2722,has windows so far so good,1
2723,oh renting inch hero waiting for mail,1
2724,aw dis chick jus heard me talkin to myself i must look so crazy,0
2725,i m jst a little bit caught in the middle,1
2726,how close should bing match up to google so people may easily shift what can it still do differently to establish its unique image,1
2727,neighbors on both sides of me are from iran sad scary time for them,0
2728,say word lol xoxo,1
2729,because of me so i could annoy less people i don t know i do know that may is an insane month for tweets,1
2730,crap they released the palm pre today i m going to be working double time tomorrow answering questions wah i don t wanna go to work,0
2731,monday again super looking forward to the upcoming long weekend yahoo,1
